onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
168.0	2.0	2-back	1.0	1.0	0.616	f	BL
169.999	2.0	2-back	1.0	0.0	0.461	c	TR
171.998	2.0	2-back	0.0	1.0	0.668	r	TL
173.997	2.0	2-back	1.0	1.0	0.608	g	TR
175.996	2.0	2-back	0.0	1.0	0.459	s	BL
177.995	2.0	2-back	0.0	1.0	0.54	r	BR
179.994	2.0	2-back	1.0	1.0	0.64	v	BL
181.993	2.0	2-back	0.0	0.0	0.678	p	BL
183.992	2.0	2-back	0.0	1.0	0.546	t	TL
185.991	2.0	2-back	1.0	0.0	0.515	x	BL
187.99	2.0	2-back	0.0	1.0	0.567	z	BR
189.989	2.0	2-back	0.0	1.0	0.569	t	TR
191.988	2.0	2-back	0.0	1.0	0.561	g	TL
193.987	2.0	2-back	1.0	1.0	0.453	c	TR
195.987	2.0	2-back	0.0	1.0	0.526	p	BL
197.986	2.0	2-back	0.0	1.0	0.517	s	BR
199.985	2.0	2-back	0.0	1.0	0.514	v	TL
201.984	2.0	2-back	1.0	1.0	0.55	n	BR
203.983	2.0	2-back	0.0	1.0	0.692	c	BL
205.982	2.0	2-back	0.0	1.0	0.666	l	TL
207.981	2.0	2-back	0.0	1.0	0.92	x	BR
209.98	2.0	2-back	1.0	1.0	0.563	z	TL
211.979	2.0	2-back	0.0	1.0	0.728	g	TR
213.978	2.0	2-back	0.0	1.0	0.577	f	BR
215.977	2.0	2-back	0.0	1.0	0.634	z	TL
217.976	2.0	2-back	1.0	1.0	0.753	l	BR
219.975	2.0	2-back	0.0	1.0	0.472	r	TR
221.974	2.0	2-back	1.0	0.0	0.863	z	BR
223.973	2.0	2-back	0.0	1.0	0.732	n	BL
225.973	2.0	2-back	1.0	1.0	0.608	g	BR
232.019	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
234.068	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
236.118	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
238.167	2.0	baseline	1.0	1.0	0.378	redcross.bmp	n/a
240.216	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
242.265	2.0	baseline	1.0	1.0	0.396	redcross.bmp	n/a
244.314	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
246.363	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
248.412	2.0	baseline	1.0	1.0	0.379	redcross.bmp	n/a
250.461	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
252.51	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
254.559	2.0	baseline	1.0	1.0	0.379	redcross.bmp	n/a
